time,leaf1 input packet rate,leaf1 output packet rate,leaf2 input packet rate,leaf2 output packet rate,leaf3 input packet rate,leaf3 output packet rate,leaf4 input packet rate,leaf4 output packet rate,leaf5 input packet rate,leaf5 output packet rate,leaf6 input packet rate,leaf6 output packet rate,leaf7 input packet rate,leaf7 output packet rate,leaf8 input packet rate,leaf8 output packet rate,spine1 input packet rate,spine1 output packet rate,spine2 input packet rate,spine2 output packet rate,spine3 input packet rate,spine3 output packet rate,spine4 input packet rate,spine4 output packet rate
1501867420335000000,,,,,,,,,,,,,,,,,,,1263555.0,529886.0,,,,
1501867420337000000,,,,,,,,,,,,,,,,,,,777184.0,859073.0,,,,
1501867420340000000,,,,,,,,,,,,,,,,,,,1267835.0,641776.0,,,,
1501867420342000000,,,,,,,,,,,,,,,,,,,1062783.0,670857.0,,,,
1501867420344000000,,,,,,,,,,,,,,,,,,,887922.0,1166871.0,,,,
1501867420347000000,,,,,,,,,,,,,,,,,,,775369.0,800817.0,,,,
1501867420349000000,,,,,,,,,,,,,,,,,,,614045.0,582770.0,,,,
1501867420351000000,,,,,,,,,,,,,,,,,,,999773.0,945181.0,,,,
1501867420353000000,,,,,,,,,,,,,,,,,,,567186.0,877875.0,,,,
1501867420356000000,,,,,,,,,,,,,,,,,,,717613.0,520000.0,,,,
1501867420358000000,,,,,,,,,,,,,,,,,,,1189436.0,840594.0,,,,
1501867420360000000,,,,,,,,,,,,,,,,,,,1167647.0,869588.0,,,,
1501867420479000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867420481000000,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,
1501867420484000000,3998206.0,3026522.0,,,,,,,,,,,,,,,,,,,,,,
1501867420487000000,3479102.0,3967642.0,,,,,,,,,,,,,,,,,,,,,,
1501867420489000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867420491000000,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867420493000000,,,,,,,7.0,5.0,,,,,,,,,,,,,,,,
1501867420494000000,632614.0,1083465.0,,,,,,,,,,,,,,,,,,,,,,
1501867420495000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867420496000000,603203.0,990073.0,,,,,,,,,,,,,,,,,,,,,,
1501867420498000000,,,,,,,4355623.0,6586344.0,,,,,,,,,,,,,,,,
1501867420499000000,1244955.0,853645.0,,,,,,,,,,,,,,,,,,,,,,
1501867420500000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867420501000000,961600.0,1134367.0,,,,,,,,,,,,,,,,,,,,,,
1501867420503000000,605786.0,1046387.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867420505000000,,,,,,,937397.0,763584.0,,,,,,,,,,,,,,,,
1501867420506000000,287890.0,727413.0,,,,,,,,,,,,,,,,,,,,,,
1501867420507000000,,,,,,,697959.0,920133.0,,,,,,,,,,,,,,,,
1501867420508000000,1397846.0,745527.0,,,,,,,,,,,,,,,,,,,,,,
1501867420510000000,618417.0,1544619.0,,,,,622332.0,1009658.0,,,,,,,,,,,,,,,,
1501867420512000000,,,,,,,823308.0,753933.0,,,,,,,,,,,,,,,,
1501867420513000000,945683.0,1172558.0,,,,,,,,,,,,,,,,,,,,,,
1501867420515000000,1065360.0,972822.0,,,,,1080722.0,690073.0,,,,,,,,,,,,,,,,
1501867420517000000,,,,,,,1386867.0,1013043.0,,,,,,,,,,,,,,,,
1501867420518000000,1247006.0,938090.0,,,,,,,,,,,,,,,,,,,,,,
1501867420520000000,1360540.0,758038.0,,,,,806177.0,891027.0,,,,,,,,,,,,,,,,
1501867420522000000,768038.0,1058835.0,,,,,953798.0,933707.0,,,,,,,,,,,,,,,,
1501867420525000000,819279.0,945968.0,,,,,1263482.0,555267.0,,,,,,,,,,,,,,,,
1501867420527000000,1403670.0,1005773.0,,,,,587558.0,795502.0,,,,,,,,,,,,,,,,
1501867420529000000,1070015.0,888770.0,,,,,1175745.0,1126570.0,,,,,,,,,,,,,,,,
1501867420532000000,0.0,0.0,,,,,822415.0,676330.0,,,,,,,,,,,,,,,,
1501867420534000000,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867420536000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867420537000000,,,,,,,1355780.0,908335.0,,,,,,,,,,,,,,,,
1501867420538000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867420539000000,,,,,,,1080105.0,1078746.0,,,,,,,,,,,,,,,,
1501867420541000000,0.0,0.0,,,,,514335.0,584918.0,,,,,,,,,,,,,,,,
1501867420543000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867420544000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867420545000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867420546000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867420548000000,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867420550000000,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867420552000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867420553000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867420555000000,8389256.0,8037632.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867420557000000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1501867420558000000,,,,,,,2.0,1403.0,,,,,,,,,,,,,,,,
1501867420561000000,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1501867420563000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867420566000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867420568000000,,,,,,,8342520.0,7519825.0,,,,,,,,,,,,,,,,
1501867420571000000,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1501867421317000000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
1501867421319000000,,,,,,,,,,,,,,,,,,,,,7.0,5.0,,
1501867421323000000,,,,,,,,,,,,,,,,,,,,,1173627.0,943170.0,,
1501867421329000000,,,,,,,,,,,,,,,,,,,,,972638.0,1065782.0,,
1501867421331000000,,,,,,,,,,,,,,,,,,,,,937751.0,1249112.0,,
1501867421334000000,,,,,,,,,,,,,,,,,,,,,758284.0,1359134.0,,
1501867421336000000,,,,,,,,,,,,,,,,,,,,,969217.0,971015.0,,
1501867421339000000,,,,,,,,,,,,,,,,,,,,,1435019.0,1141202.0,,
1501867421341000000,,,,,,,,,,,,,,,,,,,,,1317550.0,823149.0,,
1501867421344000000,,,,,,,,,,,,,,,,,,,,,825315.0,755966.0,,
1501867421346000000,,,,,,,,,,,,,,,,,,,,,1.0,893101.0,,
1501867421348000000,,,,,,,,,,,,,,,,,,,,,1.0,1074860.0,,
1501867421351000000,,,,,,,,,,,,,,,,,,,,,1.0,929244.0,,
1501867421353000000,,,,,,,,,,,,,,,,,,,,,1.0,1096433.0,,
1501867421356000000,,,,,,,,,,,,,,,,,,,,,554411.0,1261498.0,,
1501867421358000000,,,,,,,,,,,,,,,,,,,,,796454.0,587772.0,,
1501867421361000000,,,,,,,,,,,,,,,,,,,,,1124844.0,1173038.0,,
1501867421363000000,,,,,,,,,,,,,,,,,,,,,677308.0,822731.0,,
1501867421366000000,,,,,,,,,,,,,,,,,,,,,1292833.0,843498.0,,
1501867421368000000,,,,,,,,,,,,,,,,,,,,,1245888.0,705747.0,,
1501867421371000000,,,,,,,,,,,,,,,,,,,,,1230480.0,794326.0,,
1501867421373000000,,,,,,,,,,,,,,,,,,,,,1175652.0,454882.0,,
1501867421375000000,,,,,,,,,,,,,,,,,,,,,1155920.0,682269.0,,
1501867421378000000,,,,,,,,,,,,,,,,,,,,,926981.0,653929.0,,
1501867421380000000,,,,,,,,,,,,,,,,,,,,,830499.0,787987.0,,
1501867421383000000,,,,,,,,,,,,,,,,,,,,,1109241.0,825751.0,,
1501867421385000000,,,,,,,,,,,,,,,,,,,,,784405.0,645485.0,,
1501867421388000000,,,,,,,,,,,,,,,,,,,,,767949.0,579819.0,,
1501867421390000000,,,,,,,,,,,,,,,,,,,,,1228845.0,653664.0,,
1501867421392000000,,,,,,,,,,,,,,,,,,,,,1271855.0,549919.0,,
1501867421395000000,,,,,,,,,,,,,,,,,,,,,832014.0,725589.0,,
1501867421397000000,,,,,,,,,,,,,,,,,,,,,580020.0,1190945.0,,
1501867421400000000,,,,,,,,,,,,,,,,,,,,,990364.0,443113.0,,
1501867421402000000,,,,,,,,,,,,,,,,,,,,,722389.0,1005475.0,,
1501867421492000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867421496000000,,,,,,,,,6.0,4.0,,,,,,,,,,,,,,
1501867421500000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867421504000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867421507000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867421510000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867421513000000,,,,,,,,,1969074.0,990236.0,,,,,,,,,,,,,,
1501867421515000000,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1501867421516000000,,,,,,,,,1423123.0,1193451.0,,,,,,,,,,,,,,
1501867421517000000,,,,,,,,,,,,,,,,,7.0,5.0,,,,,,
1501867421520000000,,,,,,,,,1289657.0,743895.0,,,,,,,1084682.0,631968.0,,,,,,
1501867421522000000,,,,,,,,,,,,,,,,,986782.0,605184.0,,,,,,
1501867421523000000,,,,,,,,,1363463.0,952519.0,,,,,,,,,,,,,,
1501867421524000000,,,,,,,,,,,,,,,,,849641.0,1249155.0,,,,,,
1501867421526000000,,,,,,,,,541942.0,814125.0,,,,,,,,,,,,,,
1501867421527000000,,,,,,,,,,,,,,,,,1133022.0,961427.0,,,,,,
1501867421529000000,,,,,,,,,,,,,,,,,680250.0,866632.0,,,,,,
1501867421531000000,,,,,,,,,,,,,,,,,864045.0,1071307.0,,,,,,
1501867421533000000,,,,,,,,,,,,,,,,,1173711.0,1067595.0,,,,,,
1501867421535000000,,,,,,,,,772826.0,775520.0,,,,,,,,,,,,,,
1501867421536000000,,,,,,,,,,,,,,,,,399296.0,1501418.0,,,,,,
1501867421538000000,,,,,,,,,,,,,,,,,7508799.0,691919.0,,,,,,
1501867421539000000,,,,,,,,,703951.0,1135558.0,,,,,,,,,,,,,,
1501867421540000000,,,,,,,,,,,,,,,,,7107791.0,577995.0,,,,,,
1501867421542000000,,,,,,,,,712746.0,719835.0,,,,,,,,,,,,,,
1501867421543000000,,,,,,,,,,,,,,,,,1.0,1285416.0,,,,,,
1501867421545000000,,,,,,,,,844247.0,1293572.0,,,,,,,1.0,1055596.0,,,,,,
1501867421547000000,,,,,,,,,,,,,,,,,765147.0,935570.0,,,,,,
1501867421548000000,,,,,,,,,707349.0,1247546.0,,,,,,,,,,,,,,
1501867421549000000,,,,,,,,,,,,,,,,,920390.0,701223.0,,,,,,
1501867421552000000,,,,,,,,,793309.0,1231877.0,,,,,,,1018218.0,621697.0,,,,,,
1501867421554000000,,,,,,,,,,,,,,,,,757430.0,821780.0,,,,,,
1501867421556000000,,,,,,,,,454564.0,1174175.0,,,,,,,989827.0,1968283.0,,,,,,
1501867421559000000,,,,,,,,,,,,,,,,,1192616.0,1423154.0,,,,,,
1501867421561000000,,,,,,,,,1021330.0,787124.0,,,,,,,744457.0,1289458.0,,,,,,
1501867421563000000,,,,,,,,,,,,,,,,,953528.0,1363791.0,,,,,,
1501867421566000000,,,,,,,,,,,,,,,,,599184.0,1400604.0,,,,,,
1501867421567000000,,,,,,,,,904001.0,361876.0,,,,,,,,,,,,,,
1501867421568000000,,,,,,,,,,,,,,,,,797276.0,918971.0,,,,,,
1501867421570000000,,,,,,,,,460486.0,618827.0,,,,,,,933914.0,1500462.0,,,,,,
1501867421573000000,,,,,,,,,446153.0,1029436.0,,,,,,,743677.0,955441.0,,,,,,
1501867421575000000,,,,,,,,,,,,,,,,,1034156.0,2207019.0,,,,,,
1501867421577000000,,,,,,,,,,,,,,,,,980067.0,2465013.0,,,,,,
1501867421580000000,,,,,,,,,,,,,,,,,1008746.0,2242212.0,,,,,,
1501867421582000000,,,,,,,,,,,,,,,,,761445.0,1462665.0,,,,,,
1501867421583000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867421584000000,,,,,,,,,,,,,,,,,1136860.0,1096160.0,,,,,,
1501867421586000000,,,,,,,,,0.0,0.0,,,,,,,1135309.0,1751594.0,,,,,,
1501867421589000000,,,,,,,,,,,,,,,,,970876.0,1665488.0,,,,,,
1501867421590000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867421591000000,,,,,,,,,,,,,,,,,662470.0,1538757.0,,,,,,
1501867421592000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867421598000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867421601000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867421605000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867421609000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867421612000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867421614000000,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1501867421616000000,,,,,,,,,7419274.0,7431934.0,,,,,,,,,,,,,,
1501867421619000000,,,,,,,,,7647524.0,6974709.0,,,,,,,,,,,,,,
1501867421812000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867421815000000,,,,,6.0,4.0,,,,,,,,,,,,,,,,,,
1501867421817000000,,,,,3457802.0,4275826.0,,,,,,,,,,,,,,,,,,
1501867421819000000,,,,,2858145.0,3080576.0,,,,,,,,,,,,,,,,,,
1501867421822000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867421824000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867421826000000,,,,,688165.0,7516627.0,,,,,,,,,,,,,,,,,,
1501867421829000000,,,,,575267.0,7106125.0,,,,,,,,,,,,,,,,,,
1501867421831000000,,,,,1282936.0,1.0,,,,,,,,,,,,,,,,,,
1501867421834000000,,,,,1057920.0,1.0,,,,,,,,,,,,,,,,,,
1501867421836000000,,,,,928979.0,1.0,,,,,,,,,,,,,,,,,,
1501867421838000000,,,,,1083108.0,1.0,,,,,,,,,,,,,,,,,,
1501867421841000000,,,,,874553.0,1.0,,,,,,,,,,,,,,,,,,
1501867421843000000,,,,,816607.0,1.0,,,,,,,,,,,,,,,,,,
1501867421846000000,,,,,894377.0,1.0,,,,,,,,,,,,,,,,,,
1501867421848000000,,,,,1080814.0,1.0,,,,,,,,,,,,,,,,,,
1501867421851000000,,,,,930595.0,1.0,,,,,,,,,,,,,,,,,,
1501867421853000000,,,,,1091673.0,1.0,,,,,,,,,,,,,,,,,,
1501867421855000000,,,,,1039661.0,1.0,,,,,,,,,,,,,,,,,,
1501867421857000000,,,,,1082510.0,1.0,,,,,,,,,,,,,,,,,,
1501867421860000000,,,,,1011902.0,1.0,,,,,,,,,,,,,,,,,,
1501867421862000000,,,,,1131837.0,1.0,,,,,,,,,,,,,,,,,,
1501867421864000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867421867000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867421869000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867421871000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867421874000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867421876000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867421878000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867421881000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867421892000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867421894000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867421897000000,,,,,8306274.0,8212338.0,,,,,,,,,,,,,,,,,,
1501867421899000000,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1501867423054000000,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1501867423056000000,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0
1501867423059000000,,,,,,,,,,,,,,,,,,,,,,,1054721.0,777960.0
1501867423061000000,,,,,,,,,,,,,,,,,,,,,,,947996.0,816245.0
1501867423063000000,,,,,,,,,,,,,,,,,,,,,,,1003274.0,1405088.0
1501867423065000000,,,,,,,,,,,,,,,,,,,,,,,883023.0,1067653.0
1501867423068000000,,,,,,,,,,,,,,,,,,,,,,,1282392.0,1047931.0
1501867423070000000,,,,,,,,,,,,,,,,,,,,,,,920831.0,875038.0
1501867423072000000,,,,,,,,,,,,,,,,,,,,,,,536241.0,620475.0
1501867423075000000,,,,,,,,,,,,,,,,,,,,,,,1179307.0,1007596.0
1501867423077000000,,,,,,,,,,,,,,,,,,,,,,,1.0,1039506.0
1501867423079000000,,,,,,,,,,,,,,,,,,,,,,,1.0,1079603.0
1501867423082000000,,,,,,,,,,,,,,,,,,,,,,,1.0,1013348.0
1501867423084000000,,,,,,,,,,,,,,,,,,,,,,,1.0,1127285.0
1501867423086000000,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1501867423089000000,,,,,,,,,,,,,,,,,,,,,,,910274.0,1352265.0
1501867423091000000,,,,,,,,,,,,,,,,,,,,,,,1075330.0,1081909.0
1501867423093000000,,,,,,,,,,,,,,,,,,,,,,,588186.0,508588.0
1501867423095000000,,,,,,,,,,,,,,,,,,,,,,,779770.0,1018706.0
1501867423098000000,,,,,,,,,,,,,,,,,,,,,,,363018.0,902188.0
1501867423100000000,,,,,,,,,,,,,,,,,,,,,,,617083.0,459465.0
1501867423102000000,,,,,,,,,,,,,,,,,,,,,,,1034836.0,446311.0
1501867423105000000,,,,,,,,,,,,,,,,,,,,,,,1092170.0,381949.0
1501867423107000000,,,,,,,,,,,,,,,,,,,,,,,1026896.0,694041.0
1501867423109000000,,,,,,,,,,,,,,,,,,,,,,,1287853.0,457930.0
1501867423111000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867423112000000,,,,,,,,,,,,,,,,,,,,,,,758307.0,558450.0
1501867423113000000,,,,,,,,,,,,,6.0,5.0,,,,,,,,,,
1501867423114000000,,,,,,,,,,,,,,,,,,,,,,,1208289.0,350640.0
1501867423116000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,1239277.0,472188.0
1501867423118000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867423119000000,,,,,,,,,,,,,,,,,,,,,,,777324.0,498175.0
1501867423120000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867423121000000,,,,,,,,,,,,,,,,,,,,,,,1065531.0,868684.0
1501867423123000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,1502606.0,1071837.0
1501867423125000000,,,,,,,,,,,,,2205701.0,1036667.0,,,,,,,,,,
1501867423126000000,,,,,,,,,,,,,,,,,,,,,,,1026213.0,658795.0
1501867423127000000,,,,,,,,,,,,,2472006.0,979260.0,,,,,,,,,,
1501867423128000000,,,,,,,,,,,,,,,,,,,,,,,597850.0,797181.0
1501867423130000000,,,,,,,,,,,,,2245170.0,1009841.0,,,,,,,,,,
1501867423131000000,,,,,,,,,,,,,,,,,,,,,,,443523.0,745337.0
1501867423132000000,,,,,,,,,,,,,1462769.0,759408.0,,,,,,,,,,
1501867423134000000,,,,,,,,,,,,,1169499.0,892457.0,,,,,,,,,,
1501867423137000000,,,,,,,,,,,,,798084.0,771822.0,,,,,,,,,,
1501867423139000000,,,,,,,,,,,,,583773.0,615794.0,,,,,,,,,,
1501867423141000000,,,,,,,,,,,,,947851.0,994684.0,,,,,,,,,,
1501867423144000000,,,,,,,,,,,,,644774.0,782797.0,,,,,,,,,,
1501867423146000000,,,,,,,,,,,,,577915.0,772640.0,,,,,,,,,,
1501867423148000000,,,,,,,,,,,,,652960.0,1231050.0,,,,,,,,,,
1501867423151000000,,,,,,,,,,,,,555416.0,1264586.0,,,,,,,,,,
1501867423153000000,,,,,,,,,,,,,350556.0,1208336.0,,,,,,,,,,
1501867423156000000,,,,,,,,,,,,,472414.0,1238684.0,,,,,,,,,,
1501867423158000000,,,,,,,,,,,,,497963.0,777021.0,,,,,,,,,,
1501867423161000000,,,,,,,,,,,,,868691.0,1065466.0,,,,,,,,,,
1501867423163000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867423166000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867423168000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867423171000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867423173000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867423175000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867423178000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867423180000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867423182000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867423184000000,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1501867423187000000,,,,,,,,,,,,,7907665.0,8203748.0,,,,,,,,,,
1501867423189000000,,,,,,,,,,,,,7491995.0,8300903.0,,,,,,,,,,
1501867423307000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867423310000000,,,,,,,,,,,6.0,4.0,,,,,,,,,,,,
1501867423312000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867423315000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867423317000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867423320000000,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1501867423322000000,,,,,,,,,,,1403107.0,606103.0,,,,,,,,,,,,
1501867423325000000,,,,,,,,,,,919869.0,794038.0,,,,,,,,,,,,
1501867423327000000,,,,,,,,,,,1516717.0,937461.0,,,,,,,,,,,,
1501867423329000000,,,,,,,,,,,949637.0,746613.0,,,,,,,,,,,,
1501867423332000000,,,,,,,,,,,526621.0,1259862.0,,,,,,,,,,,,
1501867423334000000,,,,,,,,,,,860634.0,779406.0,,,,,,,,,,,,
1501867423337000000,,,,,,,,,,,642360.0,1274087.0,,,,,,,,,,,,
1501867423339000000,,,,,,,,,,,669644.0,1063064.0,,,,,,,,,,,,
1501867423341000000,,,,,,,,,,,682037.0,1156404.0,,,,,,,,,,,,
1501867423344000000,,,,,,,,,,,646574.0,925477.0,,,,,,,,,,,,
1501867423346000000,,,,,,,,,,,789533.0,830880.0,,,,,,,,,,,,
1501867423348000000,,,,,,,,,,,820613.0,1113205.0,,,,,,,,,,,,
